customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9261-Alpha-664,Female,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),120.97,6774.32,No
1414-Gamma-665,Male,1,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.99,2067.53,No
9772-Alpha-666,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),121.79,7185.61,Yes
5292-Alpha-667,Male,0,No,No,14,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,76.85,1075.9,Yes
7879-Beta-668,Female,1,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,403.0,Yes
1515-Alpha-669,Female,1,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,120.8,4469.6,Yes
4554-Alpha-670,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),90.16,3426.08,No
8144-Gamma-671,Female,0,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.44,1774.8,No
6105-Alpha-672,Male,1,No,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.7,945.6,No
2762-Gamma-673,Female,1,Yes,No,38,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),72.64,2760.32,No
7525-Alpha-674,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,103.83,5502.99,Yes
1157-Beta-675,Male,1,Yes,No,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.32,3962.56,No
2225-Gamma-676,Female,1,No,No,31,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,75.51,2340.81,No
8418-Alpha-677,Female,1,Yes,Yes,41,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,57.44,2355.04,Yes
6527-Gamma-678,Male,0,No,Yes,7,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.59,487.13,Yes
1771-Beta-679,Female,1,No,Yes,55,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),78.75,4331.25,No
8138-Alpha-680,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),107.61,5488.11,No
7218-Beta-681,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.9,1914.0,Yes
8320-Gamma-682,Male,0,No,No,63,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.72,4266.36,No
4971-Gamma-683,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.72,2795.76,Yes
4418-Gamma-684,Female,1,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.72,508.6,Yes
5552-Beta-685,Male,1,Yes,Yes,6,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,87.41,524.46,Yes
8802-Gamma-686,Female,1,No,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),87.93,3868.92,No
5466-Beta-687,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.73,3105.55,Yes
5078-Alpha-688,Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),64.43,3930.23,No
2659-Alpha-689,Female,1,Yes,Yes,51,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,96.73,4933.23,Yes
3789-Beta-690,Male,0,Yes,No,47,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.13,3625.11,Yes
2261-Alpha-691,Male,1,No,Yes,36,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.55,3007.8,Yes
3401-Alpha-692,Male,1,No,No,36,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.88,1327.68,Yes
5933-Gamma-693,Female,1,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.18,1220.52,No
6888-Alpha-694,Male,0,No,Yes,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),40.57,2069.07,Yes
6067-Alpha-695,Male,1,Yes,No,52,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,60.19,3129.88,No
9571-Beta-696,Male,1,No,No,19,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.71,1552.49,No
6010-Alpha-697,Female,1,Yes,Yes,62,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.81,3460.22,Yes
8078-Gamma-698,Male,1,Yes,Yes,24,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),51.2,1228.8,No
6091-Alpha-699,Female,1,Yes,Yes,38,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),75.94,2885.72,No
9942-Alpha-700,Female,1,Yes,Yes,16,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),60.38,966.08,Yes
8557-Alpha-701,Male,1,Yes,Yes,15,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.86,1182.9,No
1097-Beta-702,Female,0,Yes,Yes,27,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.44,1901.88,Yes
9369-Gamma-703,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.34,386.72,No
6093-Gamma-704,Male,1,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,128.42,2825.24,Yes
9287-Beta-705,Female,0,Yes,No,16,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,80.33,1285.28,Yes
1354-Alpha-706,Male,0,Yes,Yes,25,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),42.86,1071.5,No
7321-Gamma-707,Male,1,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),100.19,5310.07,No
1698-Beta-708,Male,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.31,3459.3,Yes
6558-Beta-709,Male,1,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.5,2059.0,No
3955-Gamma-710,Female,0,No,No,11,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),97.81,1075.91,No
8805-Beta-711,Male,0,Yes,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),69.62,4594.92,No
7132-Gamma-712,Male,0,No,Yes,27,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),74.87,2021.49,Yes
4694-Alpha-713,Male,1,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),106.59,5862.45,No
4036-Gamma-714,Female,0,Yes,No,27,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,68.27,1843.29,Yes
3083-Gamma-715,Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,76.88,1076.32,Yes
3586-Beta-716,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),46.37,1159.25,No
1491-Alpha-717,Female,1,No,Yes,39,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,97.62,3807.18,No
1579-Beta-718,Male,1,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),99.87,2097.27,No
5971-Alpha-719,Male,0,Yes,Yes,7,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),78.93,552.51,Yes
3257-Alpha-720,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.01,1872.52,Yes
4902-Alpha-721,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),117.31,2346.2,No
1716-Beta-722,Female,0,No,Yes,65,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),82.81,5382.65,No
4609-Beta-723,Female,1,No,Yes,38,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,66.26,2517.88,Yes
4335-Alpha-724,Male,1,Yes,Yes,27,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.9,2373.3,Yes
1553-Beta-725,Female,1,No,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.66,4246.34,Yes
4370-Beta-726,Male,1,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),98.75,2370.0,No
1935-Alpha-727,Female,1,No,No,53,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),68.34,3622.02,No
2401-Alpha-728,Female,1,No,Yes,57,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),70.09,3995.13,No
3929-Beta-729,Female,0,No,Yes,50,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.11,3905.5,Yes
6145-Alpha-730,Female,0,No,No,33,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,94.12,3105.96,Yes
1630-Alpha-731,Female,1,Yes,Yes,42,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,79.16,3324.72,No
9305-Beta-732,Male,0,Yes,Yes,36,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),55.32,1991.52,No
6902-Beta-733,Female,1,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.83,1498.56,No
5765-Alpha-734,Male,0,Yes,No,50,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,83.52,4176.0,Yes
9249-Gamma-735,Female,0,Yes,No,59,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),49.1,2896.9,No
4782-Beta-736,Female,0,Yes,No,31,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.87,1514.97,Yes
7862-Alpha-737,Male,0,No,Yes,13,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,76.85,999.05,Yes
9096-Gamma-738,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,111.51,5129.46,No
3735-Alpha-739,Male,1,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,98.17,4810.33,Yes
6815-Beta-740,Female,1,No,No,53,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),68.55,3633.15,No
6250-Beta-741,Male,1,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),42.24,1351.68,Yes
3923-Alpha-742,Male,0,No,No,29,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),58.83,1706.07,Yes
8191-Alpha-743,Male,1,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.28,1537.64,Yes
9001-Alpha-744,Female,0,No,No,25,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),76.14,1903.5,No
5309-Alpha-745,Male,1,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.66,5481.3,Yes
1628-Beta-746,Male,1,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.89,3187.82,Yes
4065-Gamma-747,Female,1,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.17,6389.35,Yes
5310-Gamma-748,Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),83.79,3519.18,Yes
2581-Alpha-749,Male,1,No,No,29,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),52.15,1512.35,No
7522-Gamma-750,Male,1,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),101.43,1115.73,Yes
7737-Beta-751,Female,1,No,No,64,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,65.72,4206.08,No
3728-Gamma-752,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.04,4552.64,Yes
9773-Alpha-753,Male,1,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.41,2366.65,No
4532-Gamma-754,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,97.74,4105.08,Yes
1553-Beta-755,Male,1,No,Yes,58,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,71.29,4134.82,No
7408-Alpha-756,Female,1,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),15.23,335.06,No
4320-Alpha-757,Female,1,No,No,30,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.85,1375.5,No
1282-Beta-758,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),103.2,4850.4,Yes
3355-Gamma-759,Male,0,Yes,Yes,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.64,590.76,Yes
5129-Beta-760,Female,1,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,17.56,719.96,Yes
5393-Gamma-761,Male,1,No,No,59,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,79.11,4667.49,No
1223-Alpha-762,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,102.59,6770.94,No
5861-Alpha-763,Female,1,No,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),51.44,3446.48,No
4450-Beta-764,Male,0,No,Yes,51,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,70.98,3619.98,No
4264-Gamma-765,Male,1,No,Yes,52,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.0,4212.0,No
5656-Beta-766,Female,1,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,52.39,1100.19,No
4546-Beta-767,Male,1,Yes,Yes,52,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,84.93,4416.36,No
2496-Gamma-768,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.22,774.84,Yes
3244-Gamma-769,Female,1,No,No,56,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),48.46,2713.76,Yes
9552-Beta-770,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.86,5006.74,No
6991-Beta-771,Female,1,Yes,Yes,7,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,71.55,500.85,No
6085-Beta-772,Male,1,No,Yes,40,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,55.49,2219.6,Yes
1498-Gamma-773,Female,1,No,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,17.11,325.09,Yes
7054-Alpha-774,Male,0,Yes,Yes,11,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,83.07,913.77,No
1273-Beta-775,Female,0,No,Yes,55,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,64.63,3554.65,No
8264-Alpha-776,Female,0,No,Yes,23,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.13,1681.99,Yes
2904-Alpha-777,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.89,2346.61,No
7136-Beta-778,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),96.03,576.18,Yes
4702-Alpha-779,Female,0,Yes,No,23,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),59.32,1364.36,No
3793-Alpha-780,Female,0,Yes,No,41,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,83.5,3423.5,Yes
8662-Beta-781,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.17,716.89,No
7191-Gamma-782,Male,1,Yes,No,33,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.43,2852.19,No
3666-Beta-783,Male,0,No,No,43,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),60.7,2610.1,No
5918-Alpha-784,Male,0,No,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.28,2428.92,No
6458-Alpha-785,Male,1,Yes,No,50,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),87.97,4398.5,No
6038-Alpha-786,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),44.77,2954.82,No
1081-Beta-787,Male,1,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),16.93,372.46,Yes
7165-Beta-788,Male,0,No,Yes,49,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),65.88,3228.12,No
9000-Gamma-789,Male,0,Yes,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.25,976.5,Yes
9215-Alpha-790,Female,0,Yes,Yes,11,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),82.52,907.72,No
3947-Beta-791,Male,1,No,No,16,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),60.91,974.56,No
2353-Beta-792,Male,1,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),16.16,937.28,No
8449-Alpha-793,Female,1,No,Yes,36,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),64.63,2326.68,Yes
2829-Alpha-794,Female,1,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,91.91,4044.04,Yes
2991-Beta-795,Female,1,Yes,No,19,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.3,1430.7,No
7833-Alpha-796,Female,1,No,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,112.14,7849.8,No
9084-Beta-797,Female,1,No,Yes,44,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),89.02,3916.88,Yes
9398-Gamma-798,Male,1,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,17.87,822.02,Yes
5208-Gamma-799,Male,1,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.19,767.22,Yes
1800-Beta-800,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,100.33,4715.51,No
1306-Beta-801,Male,1,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,17.6,704.0,Yes
4683-Alpha-802,Female,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),16.63,282.71,No
9871-Beta-803,Female,0,No,No,52,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),74.98,3898.96,Yes
5189-Beta-804,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),48.82,3173.3,No
5781-Beta-805,Female,1,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,89.76,1795.2,No
7200-Gamma-806,Male,0,No,Yes,33,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.27,2615.91,Yes
5569-Beta-807,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.41,3567.17,Yes
1054-Gamma-808,Female,1,Yes,Yes,53,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,59.79,3168.87,No
7697-Alpha-809,Female,0,Yes,No,59,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,78.9,4655.1,No
8736-Gamma-810,Male,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),105.24,5051.52,No
9195-Gamma-811,Male,1,Yes,Yes,45,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.26,3161.7,Yes
5260-Gamma-812,Male,0,No,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,82.45,5194.35,No
3391-Beta-813,Male,0,No,No,27,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.48,2280.96,Yes
8507-Gamma-814,Female,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.05,948.15,No
8378-Gamma-815,Female,1,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.15,1644.3,No
7076-Gamma-816,Female,1,No,Yes,39,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),66.69,2600.91,Yes
5215-Gamma-817,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.96,4848.0,No
9574-Beta-818,Female,1,Yes,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,97.69,4493.74,Yes
3459-Beta-819,Male,0,No,No,55,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.48,4536.4,Yes
9313-Alpha-820,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.78,4391.2,Yes
5546-Alpha-821,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.31,2270.88,Yes
8819-Beta-822,Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.61,1579.62,No
2366-Beta-823,Male,0,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),58.87,3355.59,No
7671-Gamma-824,Female,1,Yes,No,17,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),44.65,759.05,Yes
2826-Alpha-825,Female,0,No,No,20,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.76,1595.2,Yes
9824-Alpha-826,Male,0,Yes,Yes,34,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.53,1820.02,No
3562-Alpha-827,Female,0,Yes,Yes,52,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),42.43,2206.36,No
3375-Beta-828,Female,1,No,No,71,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),72.53,5149.63,No
3292-Beta-829,Female,0,Yes,Yes,33,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,38.38,1266.54,Yes
